seed,n_wings,exemplar_cost,budget,cap,n_supplies,total_value,plan_value,plan_cost,n_trips,best_source,solve_time_s,status,error
24092014,3,7918.0,4750.8,5,30,78,70,4694.0,10,learned ACO restart 1,15.848,ok,
24092013,2,5468.0,3280.8,5,30,76,68,3163.0,7,learned ACO restart 1,17.21,ok,
24092010,2,8024.0,4814.4,5,30,88,78,4795.0,10,learned ACO restart 2,17.902,ok,
24092009,4,15154.0,9092.4,5,30,83,70,9058.0,8,learned ACO restart 3,18.805,ok,
24092011,3,9394.0,5636.4,5,30,104,92,5531.0,10,learned ACO restart 2,18.942,ok,
24092008,3,10236.0,6141.6,5,30,94,80,5980.0,14,learned ACO restart 1,19.699,ok,
24092012,4,11324.0,6794.4,5,30,84,75,6651.0,10,learned ACO restart 1,23.191,ok,
24092015,4,8519.0,5111.4,5,30,90,81,4975.0,10,learned ACO restart 2,23.645,ok,
24092016,2,10356.0,6213.6,5,30,94,81,6010.0,11,learned ACO restart 1,15.132,ok,
24092018,4,20387.0,12232.2,5,30,95,87,12110.0,12,learned ACO restart 1,15.683,ok,
24092019,2,8502.0,5101.2,5,30,105,93,5079.0,11,learned ACO restart 1,16.224,ok,
24092017,3,4933.0,2959.8,5,30,90,80,2891.0,10,learned ACO restart 1,21.144,ok,
24092020,3,6149.0,3689.4,5,30,94,80,3622.0,11,learned ACO restart 2,19.79,ok,
24092022,2,6768.0,4060.8,5,30,91,77,3971.0,10,learned ACO restart 1,15.83,ok,
24092021,4,17433.0,10459.8,5,30,93,81,10189.0,7,learned ACO restart 3,20.48,ok,
24092023,3,6542.0,3925.2,5,30,96,88,3764.0,9,learned ACO restart 1,18.769,ok,
24092024,4,10992.0,6595.2,5,30,98,86,6531.0,10,learned ACO restart 3,19.895,ok,
24092025,2,10243.0,6145.8,5,30,93,86,6066.0,13,learned ACO restart 1,19.033,ok,
24092026,3,5495.0,3297.0,5,30,105,93,3253.0,10,learned ACO restart 1,18.25,ok,
24092028,2,7922.0,4753.2,5,30,95,87,4681.0,10,learned ACO restart 1,17.002,ok,
24092030,4,12482.0,7489.2,5,30,103,96,7459.0,12,learned ACO restart 1,18.487,ok,
24092027,4,16348.0,9808.8,5,30,88,81,9678.0,10,learned ACO restart 3,20.492,ok,
24092029,3,11716.0,7029.6,5,30,94,89,6865.0,13,learned ACO restart 1,21.327,ok,
24092031,2,7893.0,4735.8,5,30,91,79,4553.0,11,learned ACO restart 1,18.889,ok,
24092032,3,5208.0,3124.8,5,30,84,73,3023.0,8,learned ACO restart 1,15.081,ok,
24092033,4,14501.0,8700.6,5,30,86,77,8596.0,9,learned ACO restart 1,14.011,ok,
24092034,2,5070.0,3042.0,5,30,81,73,3015.0,9,learned ACO restart 1,15.691,ok,
24092035,3,5491.0,3294.6,5,30,94,86,3283.0,9,learned ACO restart 1,13.616,ok,
24092037,2,9465.0,5679.0,5,30,87,80,5421.0,10,learned ACO restart 1,12.175,ok,
24092036,4,15540.0,9324.0,5,30,100,86,9106.0,8,learned ACO restart 3,13.662,ok,
24092038,3,9228.0,5536.8,5,30,87,73,5299.0,9,learned ACO restart 1,12.276,ok,
24092039,4,20685.0,12411.0,5,30,83,75,12131.0,12,learned ACO restart 1,13.813,ok,
24092041,3,7319.0,4391.4,5,30,100,84,4323.0,10,learned ACO restart 1,12.409,ok,
24092040,2,6165.0,3699.0,5,30,96,87,3492.0,8,learned ACO restart 1,13.218,ok,
24092044,3,11700.0,7020.0,5,30,80,72,6951.0,11,learned ACO restart 3,11.304,ok,
24092042,4,19108.0,11464.8,5,30,99,82,11375.0,11,learned ACO restart 1,13.747,ok,
24092043,2,7980.0,4788.0,5,30,102,91,4615.0,11,learned ACO restart 1,13.368,ok,
24092046,2,9358.0,5614.8,5,30,97,81,5579.0,11,learned ACO restart 3,11.804,ok,
24092045,4,15784.0,9470.4,5,30,101,89,9117.0,10,learned ACO restart 1,13.692,ok,
24092047,3,7555.0,4533.0,5,30,79,69,4485.0,10,learned ACO restart 1,15.093,ok,
24092049,2,7069.0,4241.4,5,30,89,80,4167.0,10,learned ACO restart 2 + swap search,11.726,ok,
24092048,4,14395.0,8637.0,5,30,97,81,8565.0,9,learned ACO restart 2,15.448,ok,
24092052,2,6796.0,4077.6,5,30,97,86,4063.0,10,learned ACO restart 3,12.561,ok,
24092050,3,6357.0,3814.2,5,30,86,71,3631.0,10,learned ACO restart 2,14.426,ok,
24092053,3,14615.0,8769.0,5,30,106,90,8755.0,13,learned ACO restart 1,14.441,ok,
24092051,4,17792.0,10675.2,5,30,88,82,10505.0,12,learned ACO restart 1,16.828,ok,
24092054,4,15423.0,9253.8,5,30,92,81,8997.0,10,learned ACO restart 2,14.759,ok,
24092056,3,7479.0,4487.4,5,30,84,70,4432.0,9,learned ACO restart 2,12.915,ok,
24092055,2,7759.0,4655.4,5,30,86,73,4623.0,12,learned ACO restart 1,14.004,ok,
24092058,2,9225.0,5535.0,5,30,90,81,5459.0,9,learned ACO restart 2,11.535,ok,
24092057,4,14750.0,8850.0,5,30,106,92,8765.0,10,learned ACO restart 1,12.656,ok,
24092059,3,11203.0,6721.8,5,30,78,67,6418.0,11,learned ACO restart 1,12.179,ok,
24092060,4,12446.0,7467.6,5,30,80,69,7113.0,9,learned ACO restart 1,14.434,ok,
24092062,3,13788.0,8272.8,5,30,83,72,7902.0,11,learned ACO restart 1,12.834,ok,
24092061,2,5701.0,3420.6,5,30,98,90,3308.0,9,learned ACO restart 1,14.217,ok,
24092063,4,14596.0,8757.6,5,30,77,71,8658.0,12,learned ACO restart 1,12.972,ok,
24092066,4,9986.0,5991.6,5,30,105,93,5939.0,8,learned ACO restart 1,11.845,ok,
24092067,2,8304.0,4982.4,5,30,89,78,4778.0,8,learned ACO restart 1,11.395,ok,
24092065,3,11301.0,6780.6,5,30,98,89,6776.0,9,learned ACO restart 2,13.586,ok,
24092064,2,5575.0,3345.0,5,30,83,75,3020.0,9,learned ACO restart 1,17.338,ok,
24092070,2,10954.0,6572.4,5,30,90,81,6337.0,12,learned ACO restart 3,13.759,ok,
24092069,4,14141.0,8484.6,5,30,90,82,8470.0,11,learned ACO restart 1,14.659,ok,
24092068,3,12586.0,7551.6,5,30,84,74,7212.0,12,learned ACO restart 1,15.554,ok,
24092071,3,8940.0,5364.0,5,30,99,86,5340.0,12,learned ACO restart 1,14.828,ok,
24092072,4,14168.0,8500.8,5,30,97,83,8165.0,10,learned ACO restart 1,14.29,ok,
24092073,2,7291.0,4374.6,5,30,104,91,4293.0,10,learned ACO restart 2,14.281,ok,
24092074,3,8284.0,4970.4,5,30,92,81,4743.0,9,learned ACO restart 1,14.494,ok,
24092075,4,15666.0,9399.6,5,30,98,88,9154.0,9,learned ACO restart 1,15.252,ok,
24092076,2,7602.0,4561.2,5,30,84,70,4456.0,10,learned ACO restart 1,13.706,ok,
24092077,3,8524.0,5114.4,5,30,92,79,5061.0,10,learned ACO restart 2,14.855,ok,
24092078,4,12580.0,7548.0,5,30,90,82,7241.0,11,learned ACO restart 1,15.142,ok,
24092079,2,7008.0,4204.8,5,30,89,75,4125.0,11,learned ACO restart 1,13.68,ok,
24092080,3,11980.0,7188.0,5,30,66,61,7014.0,11,learned ACO restart 1 + swap search,12.576,ok,
24092083,3,8472.0,5083.2,5,30,77,70,5066.0,11,learned ACO restart 1,11.412,ok,
24092082,2,4766.0,2859.6,5,30,98,88,2848.0,9,learned ACO restart 1,13.567,ok,
24092081,4,12842.0,7705.2,5,30,85,75,7675.0,11,learned ACO restart 1,16.957,ok,
24092084,4,14170.0,8502.0,5,30,88,80,8173.0,11,learned ACO restart 1,12.637,ok,
24092085,2,6400.0,3840.0,5,30,80,69,3795.0,9,learned ACO restart 1,12.243,ok,
24092086,3,13145.0,7887.0,5,30,85,76,7715.0,11,learned ACO restart 3,11.705,ok,
24092087,4,13572.0,8143.2,5,30,89,74,7721.0,10,learned ACO restart 1,11.347,ok,
24092088,2,6113.0,3667.8,5,30,86,77,3663.0,10,learned ACO restart 3,11.141,ok,
24092090,4,18441.0,11064.6,5,30,82,68,10938.0,10,learned ACO restart 1,12.718,ok,
24092089,3,5235.0,3141.0,5,30,83,74,3039.0,8,learned ACO restart 1,13.671,ok,
24092092,3,9994.0,5996.4,5,30,86,75,5925.0,10,learned ACO restart 1,11.822,ok,
24092091,2,8757.0,5254.2,5,30,86,79,5098.0,10,learned ACO restart 3,14.849,ok,
24092094,2,7760.0,4656.0,5,30,82,68,4579.0,11,learned ACO restart 2,11.666,ok,
24092095,3,9321.0,5592.6,5,30,91,79,5560.0,11,learned ACO restart 2,11.913,ok,
24092096,4,10685.0,6411.0,5,30,89,77,6312.0,9,learned ACO restart 1,13.022,ok,
24092093,4,10555.0,6333.0,5,30,96,83,6221.0,10,learned ACO restart 1,15.885,ok,
24092097,2,6991.0,4194.6,5,30,79,73,4030.0,10,learned ACO restart 2,10.399,ok,
24092098,3,6378.0,3826.8,5,30,99,92,3691.0,10,learned ACO restart 1,11.349,ok,
24092099,4,13650.0,8190.0,5,30,80,67,8090.0,10,learned ACO restart 1,10.501,ok,
24092100,2,11276.0,6765.6,5,30,83,73,6476.0,10,learned ACO restart 3,12.957,ok,
24092102,4,12916.0,7749.6,5,30,89,77,7692.0,8,learned ACO restart 2,11.321,ok,
24092101,3,12113.0,7267.8,5,30,83,73,7048.0,12,learned ACO restart 1,13.629,ok,
24092103,2,6922.0,4153.2,5,30,91,78,4073.0,8,learned ACO restart 3,12.386,ok,
24092105,4,18223.0,10933.8,5,30,80,72,10553.0,10,learned ACO restart 1,13.694,ok,
24092104,3,12775.0,7665.0,5,30,83,71,7458.0,15,learned ACO restart 1,14.853,ok,
24092106,2,7851.0,4710.6,5,30,75,70,4457.0,15,learned ACO restart 1,14.607,ok,
24092107,3,9726.0,5835.6,5,30,91,82,5808.0,11,learned ACO restart 3 + swap search,12.164,ok,
24092109,2,8107.0,4864.2,5,30,95,87,4396.0,10,learned ACO restart 1,11.354,ok,
24092108,4,19533.0,11719.8,5,30,106,90,11275.0,10,learned ACO restart 1,12.618,ok,
24092111,4,14740.0,8844.0,5,30,96,81,8600.0,10,learned ACO restart 3,11.25,ok,
24092110,3,13863.0,8317.8,5,30,90,82,8147.0,11,learned ACO restart 2,14.062,ok,
24092112,2,6451.0,3870.6,5,30,80,68,3654.0,8,learned ACO restart 1,10.481,ok,
24092114,4,18949.0,11369.4,5,30,84,74,11250.0,12,learned ACO restart 2,11.405,ok,
24092113,3,8980.0,5388.0,5,30,89,80,5289.0,12,learned ACO restart 1,13.462,ok,
24092115,2,6687.0,4012.2,5,30,96,84,3883.0,10,learned ACO restart 1,11.616,ok,
24092116,3,9056.0,5433.6,5,30,95,89,5414.0,12,learned ACO restart 1,12.552,ok,
24092118,2,6150.0,3690.0,5,30,93,83,3405.0,10,learned ACO restart 1,11.183,ok,
24092117,4,13835.0,8301.0,5,30,94,85,8280.0,13,learned ACO restart 3,15.584,ok,
24092119,3,14556.0,8733.6,5,30,76,69,8574.0,10,learned ACO restart 1,12.644,ok,
24092120,4,14107.0,8464.2,5,30,94,77,8261.0,9,learned ACO restart 1,12.215,ok,
24092121,2,5201.0,3120.6,5,30,89,81,3026.0,11,learned ACO restart 1,12.784,ok,
24092122,3,6770.0,4062.0,5,30,97,84,4027.0,9,learned ACO restart 1,13.069,ok,
24092123,4,17771.0,10662.6,5,30,98,90,10321.0,10,learned ACO restart 1,12.733,ok,
24092124,2,6677.0,4006.2,5,30,90,82,3944.0,9,learned ACO restart 1,12.944,ok,
24092125,3,7909.0,4745.4,5,30,87,80,4685.0,10,learned ACO restart 2,12.849,ok,
24092128,3,13250.0,7950.0,5,30,89,81,7875.0,11,learned ACO restart 3,11.288,ok,
24092126,4,15121.0,9072.6,5,30,101,85,8877.0,11,learned ACO restart 1,12.566,ok,
24092127,2,6454.0,3872.4,5,30,84,75,3813.0,12,learned ACO restart 1,13.381,ok,
24092129,4,16549.0,9929.4,5,30,85,74,9626.0,9,learned ACO restart 1,12.056,ok,
24092131,3,5868.0,3520.8,5,30,89,78,3433.0,10,learned ACO restart 3,12.64,ok,
24092130,2,9736.0,5841.6,5,30,92,86,5629.0,12,learned ACO restart 1,13.022,ok,
24092132,4,17213.0,10327.8,5,30,90,78,10127.0,11,learned ACO restart 1,13.253,ok,
24092133,2,5689.0,3413.4,5,30,80,73,3302.0,11,learned ACO restart 1,13.132,ok,
24092134,3,7996.0,4797.6,5,30,96,81,4775.0,8,learned ACO restart 1,14.055,ok,
24092136,2,8803.0,5281.8,5,30,92,80,5078.0,10,learned ACO restart 1,12.916,ok,
24092137,3,9822.0,5893.2,5,30,83,72,5783.0,10,learned ACO restart 2,11.469,ok,
24092135,4,14722.0,8833.2,5,30,92,81,8632.0,12,learned ACO restart 1,15.869,ok,
24092138,4,8897.0,5338.2,5,30,90,83,5287.0,9,learned ACO restart 1,12.904,ok,
24092139,2,7906.0,4743.6,5,30,89,77,4650.0,11,learned ACO restart 3,13.824,ok,
24092140,3,7162.0,4297.2,5,30,82,74,4132.0,10,learned ACO restart 1,10.619,ok,
24092141,4,13403.0,8041.8,5,30,89,78,7805.0,10,learned ACO restart 1,14.071,ok,
24092143,3,7425.0,4455.0,5,30,90,76,4401.0,8,learned ACO restart 1,11.697,ok,
24092142,2,8655.0,5193.0,5,30,103,91,5175.0,13,learned ACO restart 1 + swap search,12.798,ok,
24092144,4,15138.0,9082.8,5,30,85,75,9008.0,11,learned ACO restart 2,11.256,ok,
24092145,2,6371.0,3822.6,5,30,108,92,3714.0,11,learned ACO restart 1,12.215,ok,
24092146,3,6777.0,4066.2,5,30,91,78,4043.0,9,learned ACO restart 1,12.177,ok,
24092148,2,8108.0,4864.8,5,30,87,75,4844.0,10,learned ACO restart 1,12.137,ok,
24092147,4,13648.0,8188.8,5,30,90,79,7671.0,11,learned ACO restart 1,14.689,ok,
24092150,4,14580.0,8748.0,5,30,92,82,8472.0,9,learned ACO restart 1,12.112,ok,
24092149,3,10526.0,6315.6,5,30,99,88,6198.0,12,learned ACO restart 3,13.466,ok,
24092151,2,8676.0,5205.6,5,30,95,87,5081.0,10,learned ACO restart 1,12.338,ok,
24092152,3,6422.0,3853.2,5,30,96,87,3812.0,8,learned ACO restart 2,11.663,ok,
24092153,4,16066.0,9639.6,5,30,93,82,9386.0,11,learned ACO restart 3,11.919,ok,
24092154,2,5383.0,3229.8,5,30,90,75,3130.0,9,learned ACO restart 2,12.081,ok,
24092156,4,25949.0,15569.4,5,30,78,68,15391.0,11,learned ACO restart 3,10.638,ok,
24092155,3,10650.0,6390.0,5,30,88,77,6080.0,12,learned ACO restart 1,12.915,ok,
24092157,2,6172.0,3703.2,5,30,97,80,3585.0,10,learned ACO restart 1,11.526,ok,
24092160,2,8387.0,5032.2,5,30,95,84,4799.0,10,learned ACO restart 1,11.163,ok,
24092158,3,8190.0,4914.0,5,30,97,85,4890.0,11,learned ACO restart 1,11.876,ok,
24092161,3,8227.0,4936.2,5,30,102,86,4839.0,10,learned ACO restart 2,11.116,ok,
24092159,4,17719.0,10631.4,5,30,81,72,10469.0,10,learned ACO restart 2,13.78,ok,
24092162,4,9475.0,5685.0,5,30,95,78,5638.0,9,learned ACO restart 1,12.344,ok,
24092164,3,14264.0,8558.4,5,30,85,73,8431.0,10,learned ACO restart 3,11.198,ok,
24092163,2,7281.0,4368.6,5,30,91,85,4301.0,11,learned ACO restart 3,13.607,ok,
24092165,4,17226.0,10335.6,5,30,86,75,9719.0,11,learned ACO restart 1,11.978,ok,
24092166,2,9734.0,5840.4,5,30,88,83,5655.0,13,learned ACO restart 1,12.817,ok,
24092168,4,21654.0,12992.4,5,30,105,90,12613.0,10,learned ACO restart 1,11.506,ok,
24092167,3,6597.0,3958.2,5,30,88,75,3946.0,9,learned ACO restart 3,12.722,ok,
24092169,2,6968.0,4180.8,5,30,93,84,3938.0,10,learned ACO restart 2,13.47,ok,
24092171,4,10993.0,6595.8,5,30,103,88,6345.0,10,learned ACO restart 3,11.394,ok,
24092170,3,7543.0,4525.8,5,30,102,93,4442.0,11,learned ACO restart 1,13.596,ok,
24092172,2,8300.0,4980.0,5,30,86,75,4889.0,10,learned ACO restart 2,11.718,ok,
24092173,3,15522.0,9313.2,5,30,84,73,9301.0,12,learned ACO restart 1,11.618,ok,
24092175,2,7814.0,4688.4,5,30,102,97,4575.0,11,learned ACO restart 2,11.366,ok,
24092176,3,11650.0,6990.0,5,30,85,76,6887.0,14,learned ACO restart 1,11.985,ok,
24092174,4,9705.0,5823.0,5,30,85,79,5593.0,8,learned ACO restart 1,13.822,ok,
24092177,4,12103.0,7261.8,5,30,89,80,7097.0,10,learned ACO restart 3,14.576,ok,
24092179,3,6857.0,4114.2,5,30,80,72,4059.0,8,learned ACO restart 2,12.186,ok,
24092178,2,6288.0,3772.8,5,30,100,85,3764.0,9,learned ACO restart 3,12.761,ok,
24092182,3,7279.0,4367.4,5,30,102,89,4217.0,9,learned ACO restart 2,10.399,ok,
24092180,4,12106.0,7263.6,5,30,88,84,7235.0,11,learned ACO restart 1,14.77,ok,
24092181,2,5097.0,3058.2,5,30,86,75,2945.0,8,learned ACO restart 1,11.943,ok,
24092183,4,15625.0,9375.0,5,30,88,81,8864.0,9,learned ACO restart 1,14.765,ok,
24092184,2,9025.0,5415.0,5,30,70,63,5370.0,12,learned ACO restart 2,13.88,ok,
24092187,2,8701.0,5220.6,5,30,70,62,5040.0,10,learned ACO restart 1,11.723,ok,
24092186,4,16527.0,9916.2,5,30,92,81,9718.0,9,learned ACO restart 1,12.777,ok,
24092185,3,8199.0,4919.4,5,30,92,83,4876.0,12,learned ACO restart 1 + swap search,13.883,ok,
24092189,4,14453.0,8671.8,5,30,85,78,8527.0,9,learned ACO restart 1,11.32,ok,
24092188,3,9767.0,5860.2,5,30,92,82,5780.0,9,learned ACO restart 2,11.915,ok,
24092190,2,4678.0,2806.8,5,30,90,80,2734.0,10,learned ACO restart 1,11.99,ok,
24092191,3,8206.0,4923.6,5,30,105,92,4793.0,11,learned ACO restart 2,12.374,ok,
24092192,4,8691.0,5214.6,5,30,95,82,5180.0,9,learned ACO restart 1,14.101,ok,
24092193,2,9081.0,5448.6,5,30,82,74,5375.0,10,learned ACO restart 2,11.68,ok,
24092194,3,9654.0,5792.4,5,30,90,81,5546.0,10,learned ACO restart 1,12.503,ok,
24092196,2,8804.0,5282.4,5,30,97,86,5090.0,11,learned ACO restart 1,11.863,ok,
24092197,3,6845.0,4107.0,5,30,93,83,3980.0,10,learned ACO restart 3,11.509,ok,
24092198,4,15084.0,9050.4,5,30,87,77,8978.0,9,learned ACO restart 2,13.085,ok,
24092195,4,10840.0,6504.0,5,30,92,85,6412.0,9,learned ACO restart 1,16.166,ok,
24092199,2,6515.0,3909.0,5,30,92,84,3799.0,10,learned ACO restart 1,12.508,ok,
24092200,3,13384.0,8030.4,5,30,82,72,7851.0,11,learned ACO restart 1,11.678,ok,
24092202,2,7367.0,4420.2,5,30,87,75,4376.0,10,learned ACO restart 1,11.228,ok,
24092201,4,11949.0,7169.4,5,30,81,73,6867.0,8,learned ACO restart 1,14.704,ok,
24092203,3,10742.0,6445.2,5,30,94,84,6335.0,11,learned ACO restart 1,12.022,ok,
24092206,3,7441.0,4464.6,5,30,100,87,4373.0,9,learned ACO restart 2,11.262,ok,
24092204,4,17248.0,10348.8,5,30,91,83,10055.0,12,learned ACO restart 1 + swap search,14.102,ok,
24092205,2,7663.0,4597.8,5,30,93,78,4500.0,9,learned ACO restart 1,12.289,ok,
24092207,4,12842.0,7705.2,5,30,90,80,7469.0,10,learned ACO restart 1,11.8,ok,
24092208,2,7718.0,4630.8,5,30,87,76,4529.0,10,learned ACO restart 1,11.223,ok,
24092209,3,13317.0,7990.2,5,30,88,79,7918.0,11,learned ACO restart 1,13.398,ok,
24092211,2,9835.0,5901.0,5,30,90,76,5766.0,11,learned ACO restart 1,11.37,ok,
24092210,4,17086.0,10251.6,5,30,80,70,9883.0,12,learned ACO restart 3,12.652,ok,
24092212,3,12888.0,7732.8,5,30,87,76,7729.0,9,learned ACO restart 3 + swap search,11.808,ok,
24092213,4,9984.0,5990.4,5,30,98,84,5817.0,8,learned ACO restart 1,14.262,ok,
24092214,2,7976.0,4785.6,5,30,84,78,4389.0,13,learned ACO restart 1,14.366,ok,
24092215,3,9227.0,5536.2,5,30,87,77,5252.0,9,learned ACO restart 1,13.158,ok,
24092216,4,19962.0,11977.2,5,30,88,77,11942.0,12,learned ACO restart 1,13.092,ok,
24092218,3,11733.0,7039.8,5,30,94,81,7004.0,10,learned ACO restart 3,12.101,ok,
24092217,2,8747.0,5248.2,5,30,86,80,4720.0,11,learned ACO restart 1,13.173,ok,
24092220,2,8249.0,4949.4,5,30,92,84,4949.0,11,learned ACO restart 1,11.996,ok,
24092219,4,15614.0,9368.4,5,30,83,71,9076.0,8,learned ACO restart 1,14.261,ok,
24092221,3,7120.0,4272.0,5,30,85,73,4225.0,10,learned ACO restart 1,11.981,ok,
24092223,2,6675.0,4005.0,5,30,89,77,3924.0,9,learned ACO restart 2,10.963,ok,
24092224,3,6870.0,4122.0,5,30,94,80,4061.0,8,learned ACO restart 3,13.774,ok,
24092222,4,9585.0,5751.0,5,30,107,86,5636.0,9,learned ACO restart 3,17.648,ok,
24092226,2,7405.0,4443.0,5,30,79,70,4359.0,8,learned ACO restart 2,11.129,ok,
24092225,4,9435.0,5661.0,5,30,102,89,5619.0,10,learned ACO restart 3,13.729,ok,
24092228,4,13924.0,8354.4,5,30,87,72,8135.0,10,learned ACO restart 1,11.481,ok,
24092227,3,5695.0,3417.0,5,30,95,84,3386.0,9,learned ACO restart 3,13.214,ok,
24092229,2,8053.0,4831.8,5,30,108,94,4778.0,10,learned ACO restart 1,11.708,ok,
24092233,3,11011.0,6606.6,5,30,83,74,6509.0,10,learned ACO restart 1,11.032,ok,
24092230,3,11588.0,6952.8,5,30,90,83,6732.0,15,learned ACO restart 1,15.918,ok,
24092231,4,19982.0,11989.2,5,30,104,88,11813.0,11,learned ACO restart 1,12.266,ok,
24092232,2,7644.0,4586.4,5,30,80,72,4564.0,10,learned ACO restart 2,12.786,ok,
24092234,4,17485.0,10491.0,5,30,97,83,10214.0,11,learned ACO restart 2,10.095,ok,
24092236,3,15201.0,9120.6,5,30,94,87,8778.0,10,learned ACO restart 2,11.912,ok,
24092237,4,15080.0,9048.0,5,30,95,80,8987.0,11,learned ACO restart 3,11.93,ok,
24092235,2,6754.0,4052.4,5,30,91,83,3967.0,10,learned ACO restart 2,15.336,ok,
24092238,2,7160.0,4296.0,5,30,85,72,4278.0,10,learned ACO restart 1,13.205,ok,
24092242,3,13371.0,8022.6,5,30,89,75,7838.0,10,learned ACO restart 1,12.037,ok,
24092241,2,6084.0,3650.4,5,30,89,76,3637.0,9,learned ACO restart 1,12.706,ok,
24092240,4,14804.0,8882.4,5,30,96,89,8804.0,12,learned ACO restart 1,14.183,ok,
24092239,3,11510.0,6906.0,5,30,95,89,6839.0,12,learned ACO restart 3,14.953,ok,
24092243,4,13952.0,8371.2,5,30,86,81,8196.0,11,learned ACO restart 1,11.906,ok,
24092244,2,7375.0,4425.0,5,30,79,71,4229.0,10,learned ACO restart 1,12.764,ok,
24092245,3,11834.0,7100.4,5,30,96,89,6985.0,12,learned ACO restart 1,12.623,ok,
24092247,2,7744.0,4646.4,5,30,110,98,4599.0,10,learned ACO restart 2,12.103,ok,
24092248,3,8530.0,5118.0,5,30,87,81,4941.0,10,learned ACO restart 1,12.171,ok,
24092246,4,12501.0,7500.6,5,30,92,84,7283.0,9,learned ACO restart 2,13.004,ok,
24092250,2,4542.0,2725.2,5,30,81,73,2711.0,10,learned ACO restart 2,11.97,ok,
24092249,4,10132.0,6079.2,5,30,94,82,5941.0,8,learned ACO restart 1,14.331,ok,
24092251,3,5659.0,3395.4,5,30,82,71,3291.0,9,learned ACO restart 1,13.926,ok,
24092253,2,6471.0,3882.6,5,30,102,90,3736.0,10,learned ACO restart 1,12.408,ok,
24092252,4,13759.0,8255.4,5,30,105,93,8099.0,10,learned ACO restart 1,13.843,ok,
24092256,2,7041.0,4224.6,5,30,103,83,4155.0,7,learned ACO restart 3,12.359,ok,
24092254,3,9195.0,5517.0,5,30,92,85,5345.0,13,learned ACO restart 1,13.466,ok,
24092255,4,24128.0,14476.8,5,30,89,78,14257.0,9,learned ACO restart 2,13.108,ok,
24092259,2,7974.0,4784.4,5,30,91,79,4460.0,10,learned ACO restart 1,11.447,ok,
24092257,3,8830.0,5298.0,5,30,86,79,5289.0,14,learned ACO restart 1,15.075,ok,
24092258,4,10804.0,6482.4,5,30,78,68,6281.0,11,learned ACO restart 1,14.648,ok,
24092260,3,7255.0,4353.0,5,30,90,82,4290.0,12,learned ACO restart 1,12.308,ok,
24092261,4,18776.0,11265.6,5,30,95,82,11145.0,10,learned ACO restart 1 + swap search,11.808,ok,
24092262,2,6471.0,3882.6,5,30,86,77,3757.0,11,learned ACO restart 1,10.825,ok,
24092263,3,7369.0,4421.4,5,30,94,85,4376.0,9,learned ACO restart 1,13.128,ok,
24092264,4,12077.0,7246.2,5,30,95,81,7161.0,10,learned ACO restart 2,14.015,ok,
24092266,3,12085.0,7251.0,5,30,81,68,7166.0,10,learned ACO restart 1,11.8,ok,
24092265,2,7490.0,4494.0,5,30,89,79,4286.0,9,learned ACO restart 1,13.746,ok,
24092267,4,18567.0,11140.2,5,30,98,87,10937.0,13,learned ACO restart 1 + swap search,12.726,ok,
24092269,3,8344.0,5006.4,5,30,100,93,4617.0,8,learned ACO restart 1,12.97,ok,
24092268,2,7092.0,4255.2,5,30,86,76,4110.0,10,learned ACO restart 1,13.537,ok,
24092271,2,6120.0,3672.0,5,30,80,73,3560.0,11,learned ACO restart 1,12.944,ok,
24092272,3,11510.0,6906.0,5,30,95,79,6797.0,10,learned ACO restart 1,11.919,ok,
24092270,4,13034.0,7820.4,5,30,99,83,7775.0,8,learned ACO restart 3,16.127,ok,
24092273,4,16848.0,10108.8,5,30,89,75,9619.0,12,learned ACO restart 1,12.447,ok,
24092274,2,6797.0,4078.2,5,30,83,70,4025.0,9,learned ACO restart 2,12.395,ok,
24092275,3,6063.0,3637.8,5,30,87,77,3611.0,9,learned ACO restart 1,12.37,ok,
24092277,2,8706.0,5223.6,5,30,103,88,5106.0,10,learned ACO restart 2,11.005,ok,
24092276,4,12670.0,7602.0,5,30,100,89,7535.0,10,learned ACO restart 2,11.77,ok,
24092278,3,11397.0,6838.2,5,30,90,76,6694.0,8,learned ACO restart 3,11.892,ok,
24092280,2,8114.0,4868.4,5,30,69,64,4800.0,9,learned ACO restart 1,12.127,ok,
24092281,3,6717.0,4030.2,5,30,74,64,4006.0,10,learned ACO restart 3,11.518,ok,
24092279,4,10308.0,6184.8,5,30,84,76,5996.0,8,learned ACO restart 1,14.813,ok,
24092283,2,5814.0,3488.4,5,30,88,75,3425.0,10,learned ACO restart 1,11.511,ok,
24092284,3,11815.0,7089.0,5,30,86,77,6909.0,10,learned ACO restart 1,12.23,ok,
24092285,4,15231.0,9138.6,5,30,85,76,9000.0,10,learned ACO restart 2,12.674,ok,
24092282,4,15675.0,9405.0,5,30,94,79,9238.0,9,learned ACO restart 2,14.936,ok,
24092287,3,10301.0,6180.6,5,30,88,82,6009.0,12,learned ACO restart 1,11.821,ok,
24092286,2,6618.0,3970.8,5,30,85,77,3927.0,10,learned ACO restart 2,13.252,ok,
24092289,2,10184.0,6110.4,5,30,73,66,5988.0,9,learned ACO restart 3,11.553,ok,
24092288,4,20448.0,12268.8,5,30,76,68,11868.0,12,learned ACO restart 1,13.556,ok,
24092290,3,10835.0,6501.0,5,30,86,76,6226.0,8,learned ACO restart 3,12.424,ok,
